threshold,precision,recall,f1,accuracy
0.4499999999999999,0.2189265536723164,0.7045454545454546,0.33405172413793105,0.6704
0.4599999999999999,0.2263843648208469,0.6318181818181818,0.3333333333333333,0.7034666666666667
0.4699999999999999,0.23121387283236994,0.5454545454545454,0.3247631935047361,0.7338666666666667
0.43999999999999995,0.20659062103929024,0.740909090909091,0.32309217046580774,0.6357333333333334
0.48999999999999994,0.26285714285714284,0.41818181818181815,0.3228070175438596,0.7941333333333334
0.4799999999999999,0.24249422632794457,0.4772727272727273,0.3215926493108729,0.7637333333333334
0.42999999999999994,0.19909502262443438,0.8,0.3188405797101449,0.5989333333333333
0.49999999999999994,0.2807017543859649,0.36363636363636365,0.31683168316831684,0.816
0.41999999999999993,0.1882591093117409,0.8454545454545455,0.30794701986754963,0.5541333333333334
0.4099999999999999,0.17771639042357273,0.8772727272727273,0.29555895865237364,0.5093333333333333
0.3999999999999999,0.16624472573839663,0.8954545454545455,0.2804270462633452,0.4608
0.38999999999999996,0.16429699842022116,0.9454545454545454,0.27994616419919244,0.42933333333333334
0.37999999999999995,0.15638766519823788,0.9681818181818181,0.26927939317319843,0.3834666666666667
0.36999999999999994,0.14764183185235816,0.9818181818181818,0.2566844919786096,0.3328
0.5099999999999999,0.2557077625570776,0.2545454545454545,0.255125284738041,0.8256
0.35999999999999993,0.14007782101167315,0.9818181818181818,0.24517593643586835,0.2906666666666667
0.5199999999999999,0.28125,0.20454545454545456,0.23684210526315788,0.8453333333333334
0.3499999999999999,0.13227189222290264,0.9818181818181818,0.23313545601726932,0.24213333333333334
0.33999999999999997,0.1280093951849677,0.990909090909091,0.22672906916276653,0.20693333333333333
0.32999999999999996,0.12394366197183099,1.0,0.22055137844611528,0.17066666666666666
0.31999999999999995,0.12048192771084337,1.0,0.21505376344086022,0.14346666666666666
0.30999999999999994,0.11891891891891893,1.0,0.21256038647342995,0.13066666666666665
0.3,0.11808910359634997,1.0,0.2112337974075852,0.12373333333333333
0.29,0.11783610069630424,1.0,0.21082894106372785,0.1216
0.27999999999999997,0.11758417958311064,1.0,0.21042563366810138,0.11946666666666667
0.05,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.06,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.07,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.08,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.09,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.09999999999999999,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.10999999999999999,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.12,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.13,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.13999999999999999,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.14999999999999997,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.15999999999999998,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.16999999999999998,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.18,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.19,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.19999999999999996,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.20999999999999996,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.21999999999999997,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.22999999999999998,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.24,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.24999999999999994,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.25999999999999995,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.26999999999999996,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.5299999999999999,0.2702702702702703,0.13636363636363635,0.18126888217522658,0.8554666666666667
0.5399999999999999,0.24691358024691357,0.09090909090909091,0.13289036544850497,0.8608
0.5499999999999999,0.22641509433962265,0.05454545454545454,0.0879120879120879,0.8672
0.5599999999999999,0.18181818181818182,0.02727272727272727,0.04743083003952569,0.8714666666666666
0.57,0.09523809523809523,0.00909090909090909,0.01659751037344398,0.8736
0.6,0.1,0.004545454545454545,0.008695652173913044,0.8784
0.59,0.09090909090909091,0.004545454545454545,0.008658008658008658,0.8778666666666667
0.58,0.06666666666666667,0.004545454545454545,0.00851063829787234,0.8757333333333334
0.61,0.0,0.0,0.0,0.8794666666666666
0.62,0.0,0.0,0.0,0.8816
0.63,0.0,0.0,0.0,0.8816
0.6399999999999999,0.0,0.0,0.0,0.8816
0.6499999999999999,0.0,0.0,0.0,0.8826666666666667
0.6599999999999999,0.0,0.0,0.0,0.8826666666666667
0.6699999999999999,0.0,0.0,0.0,0.8826666666666667
0.6799999999999999,0.0,0.0,0.0,0.8826666666666667
0.69,0.0,0.0,0.0,0.8826666666666667
0.7,0.0,0.0,0.0,0.8826666666666667
0.71,0.0,0.0,0.0,0.8826666666666667
0.72,0.0,0.0,0.0,0.8826666666666667
0.73,0.0,0.0,0.0,0.8826666666666667
0.74,0.0,0.0,0.0,0.8826666666666667
0.7499999999999999,0.0,0.0,0.0,0.8826666666666667
0.7599999999999999,0.0,0.0,0.0,0.8826666666666667
0.7699999999999999,0.0,0.0,0.0,0.8826666666666667
0.7799999999999999,0.0,0.0,0.0,0.8826666666666667
0.7899999999999999,0.0,0.0,0.0,0.8826666666666667
0.7999999999999999,0.0,0.0,0.0,0.8826666666666667
