case_index,feature,shap_value,abs_shap,feature_value,expected_value
22,f13,-0.01664086612231104,0.01664086612231104,0.0,0.508065863524093
22,f1036,0.014777588568057729,0.014777588568057729,,0.508065863524093
22,f1037,-0.014777588568057708,0.014777588568057708,,0.508065863524093
22,f22,0.011686240216290115,0.011686240216290115,0.0,0.508065863524093
22,f23,-0.011686240216290082,0.011686240216290082,0.0,0.508065863524093
23,f1626,0.022645226296972555,0.022645226296972555,,0.508065863524093
23,f1627,-0.02264522629697253,0.02264522629697253,,0.508065863524093
23,f14,0.021369607574612304,0.021369607574612304,0.0,0.508065863524093
23,f15,-0.02136960757461227,0.02136960757461227,0.0,0.508065863524093
23,f1086,0.017690190110773336,0.017690190110773336,,0.508065863524093
23,f1087,-0.01769019011077332,0.01769019011077332,,0.508065863524093
23,f1036,0.015591067621511497,0.015591067621511497,,0.508065863524093
23,f1037,-0.015591067621511474,0.015591067621511474,,0.508065863524093
23,f1634,0.014335537983348303,0.014335537983348303,,0.508065863524093
23,f1635,-0.014335537983348271,0.014335537983348271,,0.508065863524093
24,f15,0.035953988961654464,0.035953988961654464,0.0,0.508065863524093
24,f14,-0.03595398896165439,0.03595398896165439,0.0,0.508065863524093
24,f12,0.026987400722005738,0.026987400722005738,0.07085213040603426,0.508065863524093
24,f13,-0.02698740072200571,0.02698740072200571,0.0,0.508065863524093
24,f2,0.014829776257246175,0.014829776257246175,-0.4535363329934526,0.508065863524093
24,f3,-0.014829776257246158,0.014829776257246158,-0.49855611709178804,0.508065863524093
24,f1036,0.012735675376046054,0.012735675376046054,,0.508065863524093
24,f1037,-0.012735675376046028,0.012735675376046028,,0.508065863524093
24,f22,0.012314465132107998,0.012314465132107998,0.0,0.508065863524093
24,f23,-0.012314465132107967,0.012314465132107967,0.0,0.508065863524093
25,f12,0.021028724519376808,0.021028724519376808,-0.6395771838124923,0.508065863524093
25,f13,-0.02102872451937679,0.02102872451937679,0.0,0.508065863524093
25,f1626,0.019732600993172762,0.019732600993172762,,0.508065863524093
25,f1627,-0.019732600993172752,0.019732600993172752,,0.508065863524093
25,f14,0.019214881831312598,0.019214881831312598,0.0,0.508065863524093
25,f15,-0.019214881831312564,0.019214881831312564,0.0,0.508065863524093
25,f8,0.017443647206464557,0.017443647206464557,-0.11607271869254768,0.508065863524093
25,f9,-0.017443647206464533,0.017443647206464533,-0.19923352503124944,0.508065863524093
25,f1086,0.015703438261183842,0.015703438261183842,,0.508065863524093
25,f1087,-0.015703438261183828,0.015703438261183828,,0.508065863524093
26,f15,0.03292488442437915,0.03292488442437915,0.0,0.508065863524093
26,f14,-0.032924884424379054,0.032924884424379054,0.0,0.508065863524093
26,f12,0.0254299701596445,0.0254299701596445,-0.7918120368593193,0.508065863524093
26,f13,-0.02542997015964447,0.02542997015964447,0.0,0.508065863524093
26,f1626,0.0203855101988078,0.0203855101988078,,0.508065863524093
26,f1627,-0.020385510198807785,0.020385510198807785,,0.508065863524093
26,f1086,0.019650357877891916,0.019650357877891916,,0.508065863524093
26,f1087,-0.019650357877891902,0.019650357877891902,,0.508065863524093
26,f8,0.016208975799235817,0.016208975799235817,-0.11607271869254768,0.508065863524093
26,f9,-0.016208975799235793,0.016208975799235793,-0.8187279126825712,0.508065863524093
27,f12,0.027155083789807154,0.027155083789807154,-0.9440468899061465,0.508065863524093
27,f13,-0.027155083789807147,0.027155083789807147,0.0,0.508065863524093
27,f6,0.017310201584196244,0.017310201584196244,-0.6719293705964003,0.508065863524093
27,f7,-0.017310201584196213,0.017310201584196213,0.194716654420449,0.508065863524093
27,f15,0.01564108094615001,0.01564108094615001,0.0,0.508065863524093
27,f14,-0.01564108094614995,0.01564108094614995,0.0,0.508065863524093
27,f2,0.01326850626444767,0.01326850626444767,1.5216097391402086,0.508065863524093
27,f3,-0.013268506264447645,0.013268506264447645,1.3675769757806076,0.508065863524093
27,f1634,0.01284851899446311,0.01284851899446311,,0.508065863524093
27,f1635,-0.012848518994463074,0.012848518994463074,,0.508065863524093
28,f1626,0.021822212274516705,0.021822212274516705,,0.508065863524093
28,f1627,-0.021822212274516684,0.021822212274516684,,0.508065863524093
28,f14,0.02092898500432967,0.02092898500432967,0.0,0.508065863524093
28,f15,-0.02092898500432964,0.02092898500432964,0.0,0.508065863524093
28,f1086,0.01744949128178982,0.01744949128178982,,0.508065863524093
28,f1087,-0.01744949128178981,0.01744949128178981,,0.508065863524093
28,f1036,0.014960366446095753,0.014960366446095753,,0.508065863524093
28,f1037,-0.014960366446095722,0.014960366446095722,,0.508065863524093
28,f2,0.012625418055085316,0.012625418055085316,-0.9473228510268679,0.508065863524093
28,f3,-0.012625418055085299,0.012625418055085299,0.06128381076993062,0.508065863524093
29,f14,0.02305117474352497,0.02305117474352497,0.0,0.508065863524093
29,f15,-0.023051174743524937,0.023051174743524937,0.0,0.508065863524093
29,f13,0.01856182875632615,0.01856182875632615,0.0,0.508065863524093
29,f12,-0.018561828756326112,0.018561828756326112,0.27383193446847043,0.508065863524093
29,f1036,0.01678812111594469,0.01678812111594469,,0.508065863524093
29,f1037,-0.016788121115944667,0.016788121115944667,,0.508065863524093
29,f1634,0.014759330131729406,0.014759330131729406,,0.508065863524093
29,f1635,-0.014759330131729377,0.014759330131729377,,0.508065863524093
29,f1038,0.012521809283565609,0.012521809283565609,,0.508065863524093
29,f1039,-0.012521809283565577,0.012521809283565577,,0.508065863524093
30,f14,0.023070892170829777,0.023070892170829777,0.0,0.508065863524093
30,f15,-0.023070892170829745,0.023070892170829745,0.0,0.508065863524093
30,f2,0.016660904603509125,0.016660904603509125,-0.04204756796560649,0.508065863524093
30,f3,-0.016660904603509104,0.016660904603509104,0.06128381076993062,0.508065863524093
30,f1036,0.016183414611133286,0.016183414611133286,,0.508065863524093
30,f1037,-0.01618341461113326,0.01618341461113326,,0.508065863524093
30,f1634,0.014612007510698756,0.014612007510698756,,0.508065863524093
30,f1635,-0.014612007510698723,0.014612007510698723,,0.508065863524093
30,f22,0.014136977844272638,0.014136977844272638,0.0,0.508065863524093
30,f23,-0.014136977844272614,0.014136977844272614,0.0,0.508065863524093
31,f12,0.02942092539050968,0.02942092539050968,-0.7410670858437103,0.508065863524093
31,f13,-0.02942092539050966,0.02942092539050966,0.0,0.508065863524093
31,f15,0.02917107723438282,0.02917107723438282,0.0,0.508065863524093
31,f14,-0.02917107723438276,0.02917107723438276,0.0,0.508065863524093
31,f23,0.017628544676705594,0.017628544676705594,0.0,0.508065863524093
31,f22,-0.017628544676705566,0.017628544676705566,0.0,0.508065863524093
31,f1036,0.01352037704785128,0.01352037704785128,,0.508065863524093
31,f1037,-0.013520377047851258,0.013520377047851258,,0.508065863524093
31,f1038,0.012520389815445116,0.012520389815445116,,0.508065863524093
31,f1039,-0.012520389815445088,0.012520389815445088,,0.508065863524093
32,f12,0.023332888665322217,0.023332888665322217,2.3802548511264012,0.508065863524093
32,f13,-0.0233328886653222,0.0233328886653222,0.0,0.508065863524093
32,f14,0.02194524856540775,0.02194524856540775,0.0,0.508065863524093
32,f15,-0.021945248565407704,0.021945248565407704,0.0,0.508065863524093
32,f1626,0.02061657315882535,0.02061657315882535,,0.508065863524093
32,f1627,-0.020616573158825337,0.020616573158825337,,0.508065863524093
32,f1086,0.01610027357049211,0.01610027357049211,,0.508065863524093
32,f1087,-0.016100273570492096,0.016100273570492096,,0.508065863524093
32,f2,0.015138476339072282,0.015138476339072282,0.45173895006780884,0.508065863524093
32,f3,-0.015138476339072268,0.015138476339072268,1.927416903642326,0.508065863524093
33,f15,0.03051093226058475,0.03051093226058475,0.0,0.508065863524093
33,f14,-0.0305109322605847,0.0305109322605847,0.0,0.508065863524093
33,f1626,0.022563755291167425,0.022563755291167425,,0.508065863524093
33,f1627,-0.02256375529116741,0.02256375529116741,,0.508065863524093
33,f1086,0.018435509706399737,0.018435509706399737,,0.508065863524093
33,f1087,-0.01843550970639973,0.01843550970639973,,0.508065863524093
33,f2,0.017113862475982677,0.017113862475982677,-0.28894082698231416,0.508065863524093
33,f3,-0.017113862475982664,0.017113862475982664,-0.6851694263790234,0.508065863524093
33,f1036,0.01279870558258385,0.01279870558258385,,0.508065863524093
33,f1037,-0.012798705582583822,0.012798705582583822,,0.508065863524093
34,f14,0.020346945156102456,0.020346945156102456,0.0,0.508065863524093
34,f15,-0.02034694515610241,0.02034694515610241,0.0,0.508065863524093
34,f1036,0.01545987751420187,0.01545987751420187,,0.508065863524093
34,f1037,-0.01545987751420185,0.01545987751420185,,0.508065863524093
34,f2,0.012282677021624824,0.012282677021624824,1.6862052451513472,0.508065863524093
34,f3,-0.01228267702162481,0.01228267702162481,0.06128381076993062,0.508065863524093
34,f1038,0.012058424872060304,0.012058424872060304,,0.508065863524093
34,f1039,-0.012058424872060271,0.012058424872060271,,0.508065863524093
34,f9,0.011600207436652289,0.011600207436652289,3.001487477833915,0.508065863524093
34,f8,-0.011600207436652271,0.011600207436652271,-0.11607271869254768,0.508065863524093
35,f12,0.02275234790701958,0.02275234790701958,0.9842612486869969,0.508065863524093
35,f13,-0.022752347907019563,0.022752347907019563,0.0,0.508065863524093
35,f14,0.019979909610890325,0.019979909610890325,0.0,0.508065863524093
35,f15,-0.019979909610890287,0.019979909610890287,0.0,0.508065863524093
35,f8,0.019258718493144204,0.019258718493144204,-0.11607271869254768,0.508065863524093
35,f9,-0.019258718493144172,0.019258718493144172,-0.5089807188569103,0.508065863524093
35,f1036,0.015045905502218309,0.015045905502218309,,0.508065863524093
35,f1037,-0.015045905502218284,0.015045905502218284,,0.508065863524093
35,f1038,0.013129497399105728,0.013129497399105728,,0.508065863524093
35,f1039,-0.013129497399105699,0.013129497399105699,,0.508065863524093
36,f8,0.023016565707562955,0.023016565707562955,-0.11607271869254768,0.508065863524093
36,f9,-0.023016565707562938,0.023016565707562938,2.072245896356932,0.508065863524093
36,f1037,0.022348987812206372,0.022348987812206372,,0.508065863524093
36,f1036,-0.022348987812206338,0.022348987812206338,,0.508065863524093
36,f14,0.018303915193332868,0.018303915193332868,0.0,0.508065863524093
36,f15,-0.018303915193332833,0.018303915193332833,0.0,0.508065863524093
36,f2,0.016933323169494034,0.016933323169494034,-0.7827273450157295,0.508065863524093
36,f3,-0.016933323169494016,0.016933323169494016,0.06128381076993062,0.508065863524093
36,f1039,0.009376197614844175,0.009376197614844175,,0.508065863524093
36,f1038,-0.009376197614844149,0.009376197614844149,,0.508065863524093
37,f3,0.021932387735805976,0.021932387735805976,0.06128381076993062,0.508065863524093
37,f2,-0.02193238773580595,0.02193238773580595,-1.1119183570380065,0.508065863524093
37,f1037,0.017172468048863004,0.017172468048863004,,0.508065863524093
37,f1036,-0.017172468048862962,0.017172468048862962,,0.508065863524093
37,f5,0.013245223735391307,0.013245223735391307,-0.07725365673568828,0.508065863524093
37,f4,-0.013245223735391273,0.013245223735391273,-0.17964189082322427,0.508065863524093
37,f22,0.011956687601435596,0.011956687601435596,0.0,0.508065863524093
37,f23,-0.011956687601435569,0.011956687601435569,0.0,0.508065863524093
37,f12,0.010744571693347905,0.010744571693347905,-0.6903221348281013,0.508065863524093
37,f13,-0.01074457169334788,0.01074457169334788,0.0,0.508065863524093
38,f12,0.02491600304741782,0.02491600304741782,-0.9440468899061465,0.508065863524093
