threshold,precision,recall,f1,accuracy
0.4599999999999999,0.22674418604651161,0.7090909090909091,0.3436123348017621,0.6821333333333334
0.4499999999999999,0.21683673469387754,0.7727272727272727,0.3386454183266932,0.6458666666666667
0.4699999999999999,0.23304347826086957,0.6090909090909091,0.33710691823899375,0.7189333333333333
0.4799999999999999,0.24579831932773108,0.5318181818181819,0.3362068965517241,0.7536
0.48999999999999994,0.25925925925925924,0.44545454545454544,0.3277591973244147,0.7856
0.49999999999999994,0.28378378378378377,0.38181818181818183,0.32558139534883723,0.8144
0.43999999999999995,0.19686800894854586,0.8,0.31597845601436264,0.5936
0.42999999999999994,0.18181818181818182,0.8454545454545455,0.2992759452936444,0.5354666666666666
0.41999999999999993,0.17383512544802868,0.8818181818181818,0.2904191616766468,0.4944
0.4099999999999999,0.16220600162206,0.9090909090909091,0.27529249827942187,0.4384
0.3999999999999999,0.1518054532056006,0.9363636363636364,0.2612555485098288,0.37866666666666665
0.5099999999999999,0.25675675675675674,0.2590909090909091,0.2579185520361991,0.8250666666666666
0.38999999999999996,0.1461218836565097,0.9590909090909091,0.2536057692307692,0.3376
0.37999999999999995,0.140625,0.9818181818181818,0.24601366742596809,0.29386666666666666
0.36999999999999994,0.1338244321669736,0.990909090909091,0.23580313683071927,0.2464
0.35999999999999993,0.12831077104178928,0.990909090909091,0.22720166753517457,0.20906666666666668
0.3499999999999999,0.12478729438457176,1.0,0.22188603126575895,0.17706666666666668
0.5199999999999999,0.27972027972027974,0.18181818181818182,0.22038567493112948,0.8490666666666666
0.33999999999999997,0.12141280353200883,1.0,0.21653543307086615,0.15093333333333334
0.32999999999999996,0.11956521739130435,1.0,0.21359223300970873,0.136
0.31999999999999995,0.11834319526627218,1.0,0.21164021164021163,0.12586666666666665
0.30999999999999994,0.11777301927194861,1.0,0.210727969348659,0.12106666666666667
0.3,0.11739594450373532,1.0,0.21012416427889205,0.11786666666666666
0.05,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.06,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.07,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.08,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.09,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.09999999999999999,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.10999999999999999,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.12,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.13,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.13999999999999999,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.14999999999999997,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.15999999999999998,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.16999999999999998,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.18,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.19,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.19999999999999996,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.20999999999999996,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.21999999999999997,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.22999999999999998,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.24,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.24999999999999994,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.25999999999999995,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.26999999999999996,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.27999999999999997,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.29,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.5299999999999999,0.2692307692307692,0.12727272727272726,0.1728395061728395,0.8570666666666666
0.5399999999999999,0.2972972972972973,0.1,0.14965986394557823,0.8666666666666667
0.5499999999999999,0.20930232558139536,0.04090909090909091,0.06844106463878327,0.8693333333333333
0.5599999999999999,0.23076923076923078,0.02727272727272727,0.04878048780487805,0.8752
0.57,0.25,0.022727272727272728,0.04166666666666667,0.8773333333333333
0.58,0.15384615384615385,0.00909090909090909,0.017167381974248927,0.8778666666666667
0.59,0.14285714285714285,0.004545454545454545,0.008810572687224669,0.88
0.6,0.0,0.0,0.0,0.8810666666666667
0.61,0.0,0.0,0.0,0.8816
0.62,0.0,0.0,0.0,0.8821333333333333
