threshold,precision,recall,f1,accuracy
0.4499999999999999,0.2301255230125523,0.75,0.35218783351120597,0.6762666666666667
0.4599999999999999,0.23211446740858505,0.6636363636363637,0.34393404004711425,0.7029333333333333
0.43999999999999995,0.21325301204819277,0.8045454545454546,0.3371428571428572,0.6288
0.4699999999999999,0.23119266055045873,0.5727272727272728,0.3294117647058824,0.7264
0.42999999999999994,0.2021390374331551,0.8590909090909091,0.32727272727272727,0.5856
0.48999999999999994,0.25326370757180156,0.4409090909090909,0.32172470978441126,0.7818666666666667
0.4799999999999999,0.23644251626898047,0.4954545454545455,0.3201174743024963,0.7530666666666667
0.49999999999999994,0.2724358974358974,0.38636363636363635,0.3195488721804511,0.8069333333333333
0.41999999999999993,0.187984496124031,0.8818181818181818,0.3099041533546326,0.5392
0.5099999999999999,0.2923728813559322,0.31363636363636366,0.3026315789473684,0.8304
0.4099999999999999,0.1742627345844504,0.8863636363636364,0.2912621359223301,0.4938666666666667
0.3999999999999999,0.16736401673640167,0.9090909090909091,0.2826855123674911,0.45866666666666667
0.38999999999999996,0.15981380915438323,0.9363636363636364,0.27302849569251164,0.4149333333333333
0.5199999999999999,0.2994350282485876,0.2409090909090909,0.26700251889168763,0.8448
0.37999999999999995,0.15079365079365079,0.95,0.26027397260273977,0.3664
0.36999999999999994,0.1426648721399731,0.9636363636363636,0.2485345838218054,0.31626666666666664
0.35999999999999993,0.13604577240940877,0.9727272727272728,0.23870607919687672,0.272
0.3499999999999999,0.13069908814589665,0.9772727272727273,0.23056300268096513,0.23466666666666666
0.33999999999999997,0.1258660508083141,0.990909090909091,0.22336065573770492,0.19146666666666667
0.32999999999999996,0.1217877094972067,0.990909090909091,0.21691542288557214,0.16053333333333333
0.31999999999999995,0.11925601750547046,0.990909090909091,0.21289062500000003,0.14026666666666668
0.30999999999999994,0.1185064935064935,0.9954545454545455,0.21179883945841393,0.13066666666666665
0.3,0.11799568965517242,0.9954545454545455,0.21098265895953758,0.1264
0.27999999999999997,0.11771000535045478,1.0,0.2106270943034945,0.12053333333333334
0.26999999999999996,0.11758417958311064,1.0,0.21042563366810138,0.11946666666666667
0.29,0.1174892703862661,0.9954545454545455,0.21017274472168906,0.12213333333333333
0.05,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.06,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.07,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.08,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.09,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.09999999999999999,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.10999999999999999,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.12,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.13,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.13999999999999999,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.14999999999999997,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.15999999999999998,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.16999999999999998,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.18,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.19,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.19999999999999996,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.20999999999999996,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.21999999999999997,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.22999999999999998,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.24,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.24999999999999994,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.25999999999999995,0.11733333333333333,1.0,0.2100238663484487,0.11733333333333333
0.5299999999999999,0.24087591240875914,0.15,0.18487394957983194,0.8448
0.5399999999999999,0.26804123711340205,0.11818181818181818,0.16403785488958988,0.8586666666666667
0.5499999999999999,0.2608695652173913,0.08181818181818182,0.12456747404844289,0.8650666666666667
0.5599999999999999,0.20833333333333334,0.045454545454545456,0.0746268656716418,0.8677333333333334
0.57,0.24242424242424243,0.03636363636363636,0.06324110671936758,0.8736
0.58,0.15384615384615385,0.01818181818181818,0.03252032520325203,0.8730666666666667
0.59,0.05,0.004545454545454545,0.008333333333333333,0.8730666666666667
0.6,0.0,0.0,0.0,0.8752
0.61,0.0,0.0,0.0,0.8773333333333333
0.62,0.0,0.0,0.0,0.8794666666666666
0.63,0.0,0.0,0.0,0.8810666666666667
0.6399999999999999,0.0,0.0,0.0,0.8810666666666667
0.6499999999999999,0.0,0.0,0.0,0.8821333333333333
0.6599999999999999,0.0,0.0,0.0,0.8821333333333333
0.6699999999999999,0.0,0.0,0.0,0.8826666666666667
0.6799999999999999,0.0,0.0,0.0,0.8826666666666667
0.69,0.0,0.0,0.0,0.8826666666666667
0.7,0.0,0.0,0.0,0.8826666666666667
0.71,0.0,0.0,0.0,0.8826666666666667
0.72,0.0,0.0,0.0,0.8826666666666667
0.73,0.0,0.0,0.0,0.8826666666666667
0.74,0.0,0.0,0.0,0.8826666666666667
0.7499999999999999,0.0,0.0,0.0,0.8826666666666667
0.7599999999999999,0.0,0.0,0.0,0.8826666666666667
0.7699999999999999,0.0,0.0,0.0,0.8826666666666667
0.7799999999999999,0.0,0.0,0.0,0.8826666666666667
0.7899999999999999,0.0,0.0,0.0,0.8826666666666667
