mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_sampler__sampling_strategy,param_sampler__k_neighbors,param_rf__n_estimators,param_rf__min_samples_split,param_rf__min_samples_leaf,param_rf__max_features,param_rf__max_depth,param_rf__class_weight,param_rf__bootstrap,params,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,split10_test_f1,split11_test_f1,split12_test_f1,split13_test_f1,split14_test_f1,split15_test_f1,split16_test_f1,split17_test_f1,split18_test_f1,split19_test_f1,split20_test_f1,split21_test_f1,split22_test_f1,split23_test_f1,split24_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_pr_auc,split1_test_pr_auc,split2_test_pr_auc,split3_test_pr_auc,split4_test_pr_auc,split5_test_pr_auc,split6_test_pr_auc,split7_test_pr_auc,split8_test_pr_auc,split9_test_pr_auc,split10_test_pr_auc,split11_test_pr_auc,split12_test_pr_auc,split13_test_pr_auc,split14_test_pr_auc,split15_test_pr_auc,split16_test_pr_auc,split17_test_pr_auc,split18_test_pr_auc,split19_test_pr_auc,split20_test_pr_auc,split21_test_pr_auc,split22_test_pr_auc,split23_test_pr_auc,split24_test_pr_auc,mean_test_pr_auc,std_test_pr_auc,rank_test_pr_auc,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,split7_test_roc_auc,split8_test_roc_auc,split9_test_roc_auc,split10_test_roc_auc,split11_test_roc_auc,split12_test_roc_auc,split13_test_roc_auc,split14_test_roc_auc,split15_test_roc_auc,split16_test_roc_auc,split17_test_roc_auc,split18_test_roc_auc,split19_test_roc_auc,split20_test_roc_auc,split21_test_roc_auc,split22_test_roc_auc,split23_test_roc_auc,split24_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
1.0661656665802002,0.36110751155273835,0.4433879280090332,0.2857296277492256,0.2,5,400,10,5,0.5,8,balanced,True,"{'sampler__sampling_strategy': 0.2, 'sampler__k_neighbors': 5, 'rf__n_estimators': 400, 'rf__min_samples_split': 10, 'rf__min_samples_leaf': 5, 'rf__max_features': 0.5, 'rf__max_depth': 8, 'rf__class_weight': 'balanced', 'rf__bootstrap': True}",0.13333333333333333,0.0,0.0,0.26666666666666666,0.375,0.25,0.35294117647058826,0.15384615384615383,0.30769230769230765,0.14285714285714288,0.14285714285714285,0.125,0.125,0.42857142857142855,0.0,0.13333333333333333,0.2105263157894737,0.26666666666666666,0.13333333333333333,0.2,0.4,0.13333333333333333,0.3333333333333333,0.0,0.0,0.18457166672336953,0.1294409109039876,23,0.3667556270572959,0.17050328860600508,0.23242769443486289,0.34165042428844405,0.30831709495392357,0.2798955759869073,0.3696266901822457,0.3482888132010939,0.3730437217517207,0.19149486275500474,0.25601632572220806,0.20505358838692173,0.2477678867213751,0.3761633664207194,0.21223039215686276,0.19758067178212657,0.21556959743234252,0.37847422291492827,0.21741189882707357,0.40196418560092656,0.5380740889156036,0.21002230690780288,0.30415198836251467,0.19324821240117138,0.19225303903612728,0.2851194225922484,0.09005024992046062,23,0.7575757575757576,0.6111111111111112,0.7457912457912458,0.8249158249158248,0.8059701492537313,0.7491582491582491,0.7744107744107744,0.8249158249158248,0.7929292929292928,0.6548507462686568,0.7676767676767676,0.7070707070707071,0.728956228956229,0.7003367003367003,0.75,0.6734006734006734,0.638047138047138,0.8501683501683501,0.6616161616161617,0.8656716417910448,0.7878787878787878,0.707070707070707,0.7760942760942762,0.6868686868686869,0.666044776119403,0.7403412231770442,0.06710196261965647,23
0.5866064167022705,0.12707843776665131,0.13700549125671388,0.023442361765865147,0.2,5,400,10,3,sqrt,8,balanced,True,"{'sampler__sampling_strategy': 0.2, 'sampler__k_neighbors': 5, 'rf__n_estimators': 400, 'rf__min_samples_split': 10, 'rf__min_samples_leaf': 3, 'rf__max_features': 'sqrt', 'rf__max_depth': 8, 'rf__class_weight': 'balanced', 'rf__bootstrap': True}",0.25,0.09090909090909093,0.0,0.4,0.26666666666666666,0.23529411764705882,0.3157894736842105,0.14285714285714285,0.25,0.14285714285714288,0.47058823529411764,0.1111111111111111,0.3333333333333333,0.4,0.2105263157894737,0.1111111111111111,0.35294117647058826,0.4,0.15384615384615383,0.42857142857142855,0.6,0.14285714285714285,0.375,0.13333333333333333,0.0,0.25270371905356426,0.1491437672661638,15,0.3922261887211025,0.1681602706033989,0.24119551945638903,0.4467994967994968,0.27791482679659296,0.30446011012048746,0.3429000519204992,0.3995731120731121,0.2989046445907442,0.19312683222906368,0.44708275263830816,0.20412379557806842,0.300956224240538,0.3813703620155233,0.2059371284725058,0.17020676585893976,0.24869774650476403,0.513451892384861,0.20312522154692467,0.6041666666666667,0.529651086023635,0.23161986792540656,0.3186738277686553,0.19909817699983962,0.15658753226477684,0.311200404008012,0.12217939311180494,6,0.808080808080808,0.5925925925925927,0.7306397306397306,0.8215488215488216,0.8171641791044776,0.7912457912457913,0.7693602693602692,0.867003367003367,0.7861952861952861,0.6921641791044776,0.8417508417508417,0.6801346801346801,0.7643097643097643,0.7542087542087542,0.7313432835820896,0.6026936026936027,0.7272727272727273,0.8737373737373737,0.6245791245791246,0.9085820895522387,0.835016835016835,0.7121212121212122,0.8164983164983164,0.6734006734006734,0.6194029850746269,0.7536418915523393,0.0863777409202714,4
0.3210400867462158,0.05199326100165601,0.09548565864562988,0.015588312057029577,0.3,3,200,15,8,sqrt,12,balanced,True,"{'sampler__sampling_strategy': 0.3, 'sampler__k_neighbors': 3, 'rf__n_estimators': 200, 'rf__min_samples_split': 15, 'rf__min_samples_leaf': 8, 'rf__max_features': 'sqrt', 'rf__max_depth': 12, 'rf__class_weight': 'balanced', 'rf__bootstrap': True}",0.35294117647058826,0.24000000000000005,0.23529411764705882,0.4545454545454546,0.0,0.43478260869565216,0.28571428571428575,0.35294117647058826,0.35294117647058826,0.16666666666666666,0.33333333333333337,0.09999999999999999,0.4166666666666667,0.35294117647058826,0.26086956521739135,0.24000000000000005,0.30769230769230765,0.39999999999999997,0.125,0.4210526315789474,0.33333333333333337,0.2105263157894737,0.380952380952381,0.19999999999999998,0.2,0.2863277749486122,0.11228863746335695,6,0.3756818935453148,0.16021994584424598,0.31993404458976993,0.34672102915647185,0.2269656870271859,0.27858517993704224,0.3086679557196621,0.40736879499244527,0.3308374574075057,0.21754327747359106,0.5092291967291968,0.1795807069014873,0.2435785114356543,0.34234087142583874,0.30160615890573683,0.16848172406079856,0.3331670644170644,0.29416009262182663,0.20951814713012923,0.5095153841041999,0.4647191179223103,0.25345660149581717,0.41034114626791973,0.22436866336237407,0.15733213391275314,0.30295683145545366,0.10081528378021458,12,0.8501683501683502,0.5875420875420876,0.8063973063973064,0.7777777777777778,0.7630597014925373,0.7373737373737375,0.7289562289562289,0.8249158249158248,0.744107744107744,0.7182835820895522,0.8367003367003367,0.6717171717171717,0.7373737373737373,0.6717171717171717,0.7276119402985075,0.5858585858585859,0.7373737373737373,0.7861952861952861,0.6683501683501684,0.8694029850746269,0.7744107744107744,0.7575757575757575,0.8703703703703703,0.6666666666666667,0.6231343283582089,0.7409216543544902,0.07840798727308664,22
0.5831480121612549,0.10148374572903439,0.16585837364196776,0.0572453886157969,0.3,3,400,10,5,sqrt,16,balanced,True,"{'sampler__sampling_strategy': 0.3, 'sampler__k_neighbors': 3, 'rf__n_estimators': 400, 'rf__min_samples_split': 10, 'rf__min_samples_leaf': 5, 'rf__max_features': 'sqrt', 'rf__max_depth': 16, 'rf__class_weight': 'balanced', 'rf__bootstrap': True}",0.375,0.09999999999999999,0.26666666666666666,0.3157894736842105,0.0,0.5263157894736842,0.35294117647058826,0.30769230769230765,0.25,0.18181818181818182,0.39999999999999997,0.11764705882352941,0.28571428571428575,0.4,0.3,0.1904761904761905,0.28571428571428575,0.3157894736842105,0.11764705882352941,0.4444444444444445,0.5,0.23529411764705882,0.23529411764705882,0.13333333333333333,0.0,0.26550311848454267,0.1362286416066713,12,0.3814598914957338,0.16187320900991872,0.2711368386251899,0.3665417063754659,0.2585983052894818,0.3171512674645507,0.29237721554655194,0.46331246158359807,0.391114458316871,0.2077475400849096,0.4885305470466289,0.2055395673042732,0.2661734229840542,0.3231701631701632,0.20985978421323248,0.16928801046448105,0.2600612166788637,0.3289252822341058,0.20798499662826198,0.5139085179526355,0.5023780024449069,0.2710392738848023,0.35427905427905426,0.20665419044743316,0.1731406638901895,0.3036898234966143,0.1046417442745573,11,0.8484848484848486,0.595959595959596,0.7744107744107744,0.803030303030303,0.7985074626865671,0.7744107744107744,0.7356902356902357,0.8787878787878789,0.7693602693602692,0.6697761194029851,0.8434343434343434,0.6936026936026936,0.7592592592592593,0.7289562289562289,0.7126865671641791,0.6077441077441077,0.7239057239057238,0.8282828282828283,0.6346801346801347,0.8805970149253731,0.8097643097643098,0.7693602693602694,0.8434343434343434,0.6666666666666666,0.6455223880597015,0.7518526056585759,0.08125732753042118,8
0.6212095451354981,0.09813570466224833,0.18013392448425292,0.06581281448216687,0.2,5,300,5,8,0.3,16,balanced,True,"{'sampler__sampling_strategy': 0.2, 'sampler__k_neighbors': 5, 'rf__n_estimators': 300, 'rf__min_samples_split': 5, 'rf__min_samples_leaf': 8, 'rf__max_features': 0.3, 'rf__max_depth': 16, 'rf__class_weight': 'balanced', 'rf__bootstrap': True}",0.13333333333333333,0.10526315789473685,0.25,0.2857142857142857,0.375,0.3333333333333333,0.39999999999999997,0.2857142857142857,0.4444444444444444,0.0,0.13333333333333333,0.125,0.19999999999999998,0.5,0.2105263157894737,0.125,0.2105263157894737,0.3157894736842105,0.11764705882352941,0.35294117647058826,0.4444444444444444,0.13333333333333333,0.4210526315789474,0.1111111111111111,0.0,0.24054032139171455,0.1397341202471172,16,0.397596103968653,0.16624915208248542,0.2746014896014896,0.33862316928354663,0.32394171982987774,0.30585836557084806,0.38005892255892254,0.3573158323158323,0.3377692138108805,0.16949390663820688,0.3417156717156717,0.2269363345337526,0.2530948442238765,0.44440880393354865,0.21487122478970305,0.17271426322234423,0.2425854582084816,0.4077051370529632,0.23404390996164548,0.3829274891774892,0.5692176766213277,0.23350852984495915,0.3790772350704975,0.20228556830724015,0.16777170843531514,0.3009748692303823,0.09963488402456455,16,0.8097643097643097,0.5875420875420876,0.7777777777777777,0.8114478114478114,0.8208955223880596,0.7861952861952861,0.7643097643097643,0.8148148148148148,0.7912457912457912,0.6399253731343284,0.7912457912457912,0.6986531986531985,0.7441077441077442,0.6919191919191919,0.75,0.6245791245791246,0.6767676767676768,0.8804713804713804,0.6616161616161617,0.878731343283582,0.8198653198653199,0.7239057239057239,0.8097643097643097,0.702020202020202,0.6548507462686567,0.7484966581235238,0.07739499578810462,16
0.4019083309173584,0.0817200924134497,0.10994220733642578,0.07051792101612714,0.2,5,200,10,3,sqrt,16,balanced,True,"{'sampler__sampling_strategy': 0.2, 'sampler__k_neighbors': 5, 'rf__n_estimators': 200, 'rf__min_samples_split': 10, 'rf__min_samples_leaf': 3, 'rf__max_features': 'sqrt', 'rf__max_depth': 16, 'rf__class_weight': 'balanced', 'rf__bootstrap': True}",0.26666666666666666,0.0,0.0,0.4,0.375,0.125,0.3,0.2857142857142857,0.25,0.0,0.375,0.2105263157894737,0.39999999999999997,0.4,0.3157894736842105,0.19999999999999998,0.125,0.4,0.14285714285714285,0.3333333333333333,0.4210526315789474,0.125,0.35294117647058826,0.11764705882352941,0.0,0.2368611233967271,0.14171043553912743,17,0.37057524764291677,0.16848288679114035,0.2069723117849055,0.4478858084137888,0.25644459706959705,0.30209317915200273,0.3421380890857635,0.4153262196740458,0.3345230709986443,0.2233937090041741,0.3598576097105509,0.19441025221167066,0.3224506974506975,0.3505579927319058,0.21292949732847433,0.16738601968487027,0.2383232245020863,0.49549755799755796,0.19990941848526989,0.5358382936507937,0.4954178537511871,0.22254997715796732,0.3219547597995874,0.18907010204919614,0.1793955861390072,0.30213535849071205,0.1093373206404682,13,0.7946127946127947,0.5976430976430978,0.7188552188552189,0.8232323232323233,0.792910447761194,0.7962962962962964,0.7558922558922558,0.8636363636363635,0.7929292929292929,0.7238805970149254,0.8282828282828283,0.6734006734006734,0.7861952861952862,0.744107744107744,0.7388059701492536,0.5942760942760943,0.7087542087542087,0.8653198653198653,0.6178451178451179,0.9104477611940298,0.8232323232323232,0.7154882154882155,0.8148148148148149,0.6784511784511784,0.6511194029850746,0.7524172068948188,0.08304773842044717,5
0.9039869594573975,0.2290441836726322,0.30388933181762695,0.09935858745692341,0.2,5,400,5,5,0.3,8,balanced,True,"{'sampler__sampling_strategy': 0.2, 'sampler__k_neighbors': 5, 'rf__n_estimators': 400, 'rf__min_samples_split': 5, 'rf__min_samples_leaf': 5, 'rf__max_features': 0.3, 'rf__max_depth': 8, 'rf__class_weight': 'balanced', 'rf__bootstrap': True}",0.14285714285714285,0.0,0.0,0.2857142857142857,0.375,0.26666666666666666,0.375,0.16666666666666666,0.26666666666666666,0.0,0.14285714285714285,0.15384615384615383,0.1111111111111111,0.42857142857142855,0.0,0.14285714285714285,0.2222222222222222,0.2857142857142857,0.13333333333333333,0.0,0.5333333333333333,0.13333333333333333,0.5,0.0,0.0,0.18663003663003663,0.16050433453435267,22,0.390544534482017,0.1622433493903241,0.22782406760901383,0.3601552492341966,0.30585255585255583,0.2926266317337746,0.3795288490582645,0.32293184684825554,0.3528940195606862,0.17048256876938328,0.24072103547832863,0.23822157780491113,0.27848384831968964,0.41847498869612815,0.21575239505690633,0.182197555632103,0.24192087815901855,0.41366177300129825,0.22873450273330784,0.4949519230769231,0.5693785313668354,0.22698993682381943,0.3743618647127419,0.19835809703695884,0.16744183051248268,0.298189376437997,0.10506054420969653,17,0.7946127946127945,0.5993265993265994,0.7424242424242424,0.82996632996633,0.7966417910447761,0.7676767676767677,0.765993265993266,0.8164983164983164,0.7861952861952861,0.6361940298507462,0.7491582491582491,0.7205387205387206,0.7373737373737373,0.7070707070707071,0.753731343283582,0.6548821548821548,0.6919191919191919,0.8787878787878787,0.6565656565656565,0.8917910447761194,0.813131313131313,0.7205387205387205,0.7828282828282829,0.7070707070707071,0.6436567164179104,0.7457829539172823,0.07264643025993538,19
0.8614015579223633,0.1673192240256397,0.31611391067504885,0.10166266352908655,0.2,3,300,10,8,0.5,8,balanced,True,"{'sampler__sampling_strategy': 0.2, 'sampler__k_neighbors': 3, 'rf__n_estimators': 300, 'rf__min_samples_split': 10, 'rf__min_samples_leaf': 8, 'rf__max_features': 0.5, 'rf__max_depth': 8, 'rf__class_weight': 'balanced', 'rf__bootstrap': True}",0.35294117647058826,0.1111111111111111,0.26666666666666666,0.2222222222222222,0.47058823529411764,0.3333333333333333,0.380952380952381,0.2857142857142857,0.25,0.22222222222222224,0.1111111111111111,0.19999999999999998,0.1904761904761905,0.5,0.2105263157894737,0.125,0.27272727272727276,0.2222222222222222,0.19999999999999998,0.35294117647058826,0.4210526315789474,0.125,0.380952380952381,0.1111111111111111,0.13333333333333333,0.2580882151903824,0.11286014863895928,14,0.4074942933290849,0.18283658827731053,0.25283726063524825,0.24700778237929938,0.3396793735224586,0.3062653724001242,0.3566284525363809,0.3437411301575388,0.3743292219762808,0.18987194292921847,0.32872269056479586,0.24718963269687907,0.23507562396451281,0.363938238466725,0.20745650745650746,0.20521611367303633,0.22059901502744797,0.37308624430713544,0.20171984074864951,0.3614761396011396,0.49225134839169926,0.26836576783687205,0.3403636064275257,0.20396015015580232,0.16769010687948396,0.2887120977736463,0.08303882429058146,21,0.8215488215488216,0.6127946127946128,0.765993265993266,0.7626262626262625,0.8190298507462688,0.7474747474747474,0.7474747474747475,0.8215488215488215,0.771043771043771,0.6865671641791046,0.7744107744107744,0.7239057239057238,0.739057239057239,0.6936026936026936,0.7257462686567164,0.6851851851851852,0.638047138047138,0.8552188552188552,0.6531986531986531,0.8656716417910448,0.7777777777777777,0.7575757575757576,0.8097643097643098,0.6952861952861953,0.6194029850746269,0.7427981305593245,0.06858512690962944,21
0.5742208862304687,0.1255913732307606,0.2225183391571045,0.06948162561568703,0.2,5,200,15,3,0.5,12,balanced,True,"{'sampler__sampling_strategy': 0.2, 'sampler__k_neighbors': 5, 'rf__n_estimators': 200, 'rf__min_samples_split': 15, 'rf__min_samples_leaf': 3, 'rf__max_features': 0.5, 'rf__max_depth': 12, 'rf__class_weight': 'balanced', 'rf__bootstrap': True}",0.13333333333333333,0.0,0.0,0.26666666666666666,0.47058823529411764,0.4210526315789474,0.23529411764705882,0.16666666666666666,0.4,0.15384615384615385,0.14285714285714285,0.13333333333333333,0.2222222222222222,0.4,0.0,0.13333333333333333,0.1111111111111111,0.2857142857142857,0.13333333333333333,0.18181818181818182,0.47058823529411764,0.13333333333333333,0.23529411764705882,0.0,0.0,0.1932154574012159,0.14503609089362138,19,0.37109268227154407,0.16394656783545672,0.20681157985079554,0.34581103915167327,0.3054725384777567,0.27822434435909615,0.3645769366887978,0.3335235535527933,0.3879246262877976,0.2102549483862371,0.23910100845415105,0.21127301650177466,0.2530191636574616,0.4252009047774165,0.20144402698750524,0.19386655017211588,0.21164082698037742,0.36209311123104226,0.23566625249712275,0.43484681372549017,0.51003256003256,0.21683004826609809,0.28804635262435774,0.18270011851974416,0.18954118042423396,0.284917630068536,0.09204441852101644,24,0.7575757575757576,0.5858585858585859,0.7003367003367003,0.8232323232323232,0.8041044776119404,0.7373737373737373,0.7626262626262625,0.803030303030303,0.803030303030303,0.6380597014925373,0.739057239057239,0.7070707070707071,0.6969696969696969,0.7525252525252525,0.7238805970149254,0.6515151515151515,0.6363636363636364,0.8451178451178452,0.6717171717171717,0.871268656716418,0.7760942760942761,0.7138047138047138,0.7474747474747474,0.6750841750841751,0.6455223880597015,0.7307477762701643,0.07027010950688053,25
0.5021190357208252,0.0962963251607482,0.11136971473693848,0.009344726594329061,0.2,3,300,5,8,sqrt,5,balanced,True,"{'sampler__sampling_strategy': 0.2, 'sampler__k_neighbors': 3, 'rf__n_estimators': 300, 'rf__min_samples_split': 5, 'rf__min_samples_leaf': 8, 'rf__max_features': 'sqrt', 'rf__max_depth': 5, 'rf__class_weight': 'balanced', 'rf__bootstrap': True}",0.35294117647058826,0.17391304347826086,0.13333333333333333,0.39999999999999997,0.125,0.5714285714285715,0.19999999999999998,0.47058823529411764,0.39999999999999997,0.13333333333333333,0.4545454545454546,0.1111111111111111,0.25,0.35294117647058826,0.23076923076923078,0.16666666666666669,0.25,0.4761904761904762,0.10526315789473685,0.4210526315789474,0.5217391304347826,0.3157894736842105,0.4210526315789474,0.1904761904761905,0.0,0.2891254009895819,0.1515679923279547,4,0.43410357427296326,0.17397548844917265,0.23020968098771302,0.3750340364065854,0.2602410889904551,0.30909924841813385,0.2856034000175204,0.4616200312295389,0.36202512568525635,0.2034056975126404,0.4032592387356941,0.22941400175595578,0.24315982649315981,0.36248993280615716,0.3002853074354088,0.16907300518411628,0.23159853145381534,0.49404005429332226,0.19655830859346748,0.4811126373626374,0.6882720765073707,0.24571563392382045,0.3958622224606879,0.2539449760568372,0.14097943045210568,0.31724330221938146,0.1255639994108914,3,0.8417508417508417,0.6094276094276094,0.7474747474747475,0.7946127946127945,0.8152985074626866,0.7693602693602694,0.7525252525252526,0.867003367003367,0.7676767676767676,0.7052238805970149,0.8215488215488216,0.7003367003367003,0.7542087542087542,0.7070707070707072,0.7555970149253732,0.6094276094276094,0.6750841750841751,0.8720538720538721,0.6346801346801347,0.8936567164179104,0.835016835016835,0.7457912457912458,0.8333333333333333,0.702020202020202,0.5951492537313433,0.7522131765415346,0.08363248482006456,6
